id,Tweet_english,Cos_Sim
380,aligarh muslim university students slam vc for condoling former up cm kalyan singhs death ,2
381,covid expert warns of possibility of deadlier variant heres all you need to know ,2
382,cowinlike platform to be launched to monitor childrens covid vaccination dr rs sharma ,2
383,vp naidu seeks health workers help to educate people hesitant on covid vaccines ,2
384,health minister mandaviya says centre has stood by states throughout covid pandemic ,2
385,covid greece brings new restrictions for unvaccinated ends free testing from sep  ,2
386,papua new guinea bans india flights indefinitely in diplomatic spat over covid breach ,2
387,muzaffarnagar riots up govt withdrew  cases without citing reason report informs sc ,2
388,dr fauci sorry for predicting us will get covid under control by  meant spring  ,2
389,covid dcgi clears indias indigenous mrna vaccine for phase  clinical trials ,2
390,covid france recommends booster dose for people aged over  as delta variant spreads ,2
391,adb study reveals covid pushed  million asian people towards severe poverty ,2
392,the chairperson of meghalaya human rights commission will head the judicial inquiry into the death of former hnlc ,2
393,indians stuck in afghanistan shashitharoor gets clean chit in sunandapushkar death case sushmita dev on exiting ,2
394,the highly infectious deltavariant has caused spike in covid cases and deaths in the us since the middle of jul ,2
395,the kamakhya temple in guwahati has reopened for vaccinated devotees with covid protocols in place  assam  ,2
396,"coronavirusrelated deaths have spiked in the unitedstates over the past month  covid 

",2
397,"delhi court clears shashi tharoor of all charges in sunanda pushkar death case

itvideo sunandapushkardeathcase ",2
398,"the global covid caseload has now surpassed  million
snehamordani 
coronavirus covid news 
",2
399,"vaccine for kids above   video
",2
400,"in the last  hours active cases declined by  coronavirusupdates 
",2
401,actor bhumipednekar talks about playing the lifechanging role of a covid warrior catch her live today at  a ,2
402,india registers  new cases in the last  hours top  states which have registered maximum cases are kerala ,2
403,covid tracker daily new cases in india  diu ,2
404,covid tracker daily new deaths in india  diu ,2
405,"delhis deputy cm manishsisodia alleges lg anil baijal blocked proposal for oxygen death probe 
itvideo ",2
406,"big boost to indias fight against covid indigenous zycovd by zydus cadilla approved for kids above  
 ",2
407,vaccine maker zydus cadilas threedose covid vaccine zycovd has got dcgi approval for emergency use authorisation ,2
408,indias first vaccine for children above the age of  approved expert panel recommends zydus cadilas threedose ,2
409,"zydus vaccine approved
zycovd is indias first needlefree vaccine
watch live  covid covidvaccine ",2
410,"india gets a new vaccine
newstrack  rahulkanwal 
watch live now ",2
411,in the midst of global covid scare numbers back home have improved compared to last week moreover the consistent ,2
412," children in child care institutions contracted covid since outbreak rti

read here  ",2
413,india has administered a total of  vaccine doses so far out of this  are first doses and ,2
414,when will the first doses of vaccine for children be available in india md zydus group sharvin patel answers li ,2
415,"in the last  hours active cases declined by  coronavirusupdates 
",2
416,"india registers  new cases in the last  hours
coronavirus covid diu ",2
417,russia has approved the use of its singledose covid vaccine sputniklight for people above the age of  years ,2
418,zydus cadila md sharvil patel talks about his companys zycovd which is indias st covid vaccine for children ab ,2
419,"israel covid scare
despite vaccination and boosters cases surge in israel
covid  
pmprime  poojashali ",2
420,"tracking indias vaccination drive
covid covidvaccination
pmprime  poojashali ",2
421,"how prepared is india for third wave of covid
india todays milan sharma milanreports shares significant in ",2
422,"third wave looms
big third wave warning kids most vulnerable in third wave watch to know
covid
pmprime  ",2
423,"covid third wave looms
watch pmprime with poojashali 
watch live now ",2
424,"third wave to hit kids third wave in october watch pmprime with poojashali
itlivestream covid ",2
425,"indias fight against covid
here are all the details
itvideo ",2
426,unicef explains how to open schools watch covid with snehamordani on india today now ,2
427,first vaccination for kids gets approval covid itlivestream  snehamordani ,2
428,first vaccination for kids gets approval watch covid with snehamordani at  pm  promo ,2
429,an antibody that protects a wide range of variants of the sarscov virus which causes covid has been identifie ,2
430,"close to  cases of triple talaq have been filed in hyderabad in the last two years  ashiindiatoday 

",2
431,karnataka bjp mla basanagouda patil has questioned his own party government over covid curbs during hindu festival ,2
432,the death report of a yearold woman who was pregnant in keralas kottayam district has stoked controversy  ,2
433,"zydus cadilas threedose covid vaccine zycovd has got dcgi approval fro emergency use authorization 
video ",2
434,"australia church fined for flouting sydneys covid lockdown curbs
covid australia church 
liveupdates ",2
435,"third wave of covid looms may peak in october mha panel to pmo
nolanentreeo 
itvideo coronavirus covid ",2
436,"first covid vaccine for children above  years gets emergency use nod 
milanreports snehamordani  ",2
437,a panel set up by the central government in its latest report warned that a third wave of covid pandemic could ,2
